epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
1,0.5555555820465088,0.4809523820877075,0.6924362182617188,0.3333333432674408,0.6666666269302368,0.6988007426261902
2,0.5833333134651184,0.514285683631897,0.6896775960922241,0.3333333432674408,0.4166666567325592,0.7026673555374146
3,0.5833333134651184,0.5492063164710999,0.6877056956291199,0.3333333432674408,0.75,0.7064976692199707
4,0.5833333134651184,0.6047618985176086,0.6858302354812622,0.3333333432674408,0.6666666269302368,0.7105763554573059
5,0.5833333134651184,0.5666666626930237,0.6839936375617981,0.3333333432674408,0.8333333730697632,0.7148556113243103
6,0.5833333134651184,0.6015872955322266,0.6821897625923157,0.3333333432674408,0.6666666269302368,0.7189774513244629
7,0.5833333134651184,0.6142857074737549,0.6803701519966125,0.3333333432674408,0.8333333134651184,0.7232013940811157
